date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths
5/6/21,TX,04/29/2021,5/5/21,2871575,19550,50473,337,0,0
5/6/21,VT,04/29/2021,5/5/21,23136,540,257,4,0,0
5/6/21,IA,04/29/2021,5/5/21,366717,2420,5961,30,0,0
5/6/21,AS,04/29/2021,5/5/21,0,0,0,0,0,0
5/6/21,PA,04/29/2021,5/5/21,1176567,21629,26501,280,0,0
5/6/21,AR,04/29/2021,5/5/21,336929,1499,6067,17,0,0
5/6/21,SD,04/29/2021,5/5/21,123068,671,1975,14,0,0
5/6/21,IL,04/29/2021,5/5/21,1346396,17941,24440,231,0,0
5/6/21,NY,04/29/2021,5/5/21,1127008,12406,19577,136,0,0
5/6/21,LA,04/29/2021,5/5/21,460802,3451,10417,51,0,0
5/6/21,FSM,04/29/2021,5/5/21,1,0,0,0,0,0
5/6/21,CT,04/29/2021,5/5/21,341571,3610,8124,44,0,0
5/6/21,OR,04/29/2021,5/5/21,188417,5501,2509,19,0,0
5/6/21,KY,04/29/2021,5/5/21,447416,3694,6528,55,0,0
5/6/21,SC,04/29/2021,5/5/21,581839,5199,9533,64,0,0
5/6/21,NV,04/29/2021,5/5/21,317088,2613,5487,39,0,0
5/6/21,ID,04/29/2021,5/5/21,188434,1167,2050,7,0,0
5/6/21,AZ,04/29/2021,5/5/21,866008,5236,17357,76,0,0
5/6/21,VA,04/29/2021,5/5/21,663157,6278,10818,103,0,0
5/6/21,CA,04/29/2021,5/5/21,3805641,13050,60595,549,0,0
5/6/21,MT,04/29/2021,5/5/21,109440,958,1576,12,0,0
5/6/21,WY,04/29/2021,5/5/21,58438,439,710,3,0,0
5/6/21,WI,04/29/2021,5/5/21,663668,4969,7595,62,0,0
5/6/21,MN,04/29/2021,5/5/21,581943,10498,7607,53,0,0
5/6/21,NE,04/29/2021,5/5/21,217950,1341,2692,9,0,0
5/6/21,RI,04/29/2021,5/5/21,141537,1560,2673,13,0,0
5/6/21,NH,04/29/2021,5/5/21,95881,1476,1308,11,0,0
5/6/21,MI,04/29/2021,5/5/21,951900,23493,19099,498,0,0
5/6/21,NC,04/29/2021,5/5/21,967954,10668,13191,90,0,0
5/6/21,DC,04/29/2021,5/5/21,48041,508,1109,5,0,0
5/6/21,NJ,04/29/2021,5/5/21,1004320,11197,25707,199,0,0
5/6/21,GU,04/29/2021,5/5/21,8020,61,139,3,0,0
5/6/21,HI,04/29/2021,5/5/21,33475,739,509,8,0,0
5/6/21,TN,04/29/2021,5/5/21,846130,5918,12196,59,0,0
5/6/21,FL,04/29/2021,5/5/21,2253929,31383,35485,455,0,0
5/6/21,GA,04/29/2021,5/5/21,1105775,8541,20236,165,0,0
5/6/21,PR,04/29/2021,5/5/21,133848,3177,2348,52,0,0
5/6/21,UT,04/29/2021,5/5/21,398967,2455,2221,28,0,0
5/6/21,WA,04/29/2021,5/5/21,409804,9943,4674,225,0,0
5/6/21,KS,04/29/2021,5/5/21,310399,1546,4993,19,0,0
8/6/20,AK,07/30/2020,8/5/20,3487,601,25,4,0,0
5/6/21,IN,04/29/2021,5/5/21,725359,7796,13373,62,0,0
5/6/21,MS,04/29/2021,5/5/21,312706,1347,7223,30,0,0
5/6/21,MA,04/29/2021,5/5/21,693608,7365,17658,80,0,0
5/6/21,AL,04/29/2021,5/5/21,529459,2374,10928,52,0,0
5/6/21,ME,04/29/2021,5/5/21,63176,2231,793,12,0,0
5/6/21,PW,04/29/2021,5/5/21,0,0,0,0,0,0
5/6/21,NYC,04/29/2021,5/5/21,934879,9033,32657,264,0,0
1/7/21,IL,12/31/2020,1/6/21,999288,43907,18735,925,0,0
1/7/21,MP,12/31/2020,1/6/21,125,3,2,0,0,0
1/7/21,ND,12/31/2020,1/6/21,93826,1334,1366,19,0,0
1/7/21,MO,12/31/2020,1/6/21,463215,27342,6069,369,0,0
1/7/21,OH,12/31/2020,1/6/21,742817,52069,14507,1038,0,0
1/7/21,PR,12/31/2020,1/6/21,79903,3612,1588,85,0,0
1/7/21,AS,12/31/2020,1/6/21,0,0,0,0,0,0
1/7/21,NM,12/31/2020,1/6/21,149984,8798,2641,205,0,0
1/7/21,DE,12/31/2020,1/6/21,62123,5281,1182,63,0,0
1/7/21,SD,12/31/2020,1/6/21,101678,2957,1518,54,0,0
1/7/21,OK,12/31/2020,1/6/21,311924,24630,2632,180,0,0
1/7/21,GU,12/31/2020,1/6/21,7378,70,123,2,0,0
1/7/21,IA,12/31/2020,1/6/21,290777,10713,4060,238,0,0
1/7/21,MD,12/31/2020,1/6/21,292904,19215,6132,282,0,0
1/7/21,NYC,12/31/2020,1/6/21,460727,34709,25251,244,0,0
1/7/21,CO,12/31/2020,1/6/21,353965,14832,5175,236,0,0
1/7/21,PA,12/31/2020,1/6/21,692078,51939,17165,1239,0,0
1/7/21,NV,12/31/2020,1/6/21,237393,14798,3295,232,0,0
1/7/21,RI,12/31/2020,1/6/21,88560,6715,2024,113,0,0
1/7/21,KY,12/31/2020,1/6/21,297050,32221,2771,150,0,0
1/7/21,CA,12/31/2020,1/6/21,2582223,280936,27223,2485,0,0
1/7/21,MN,12/31/2020,1/6/21,426845,14468,6541,176,0,0
1/7/21,SC,12/31/2020,1/6/21,333235,29760,5583,334,0,0
1/7/21,WI,12/31/2020,1/6/21,535999,19773,5434,243,0,0
1/7/21,NC,12/31/2020,1/6/21,604078,56256,8613,688,0,0
1/7/21,OR,12/31/2020,1/6/21,120223,7963,1558,90,0,0
1/7/21,DC,12/31/2020,1/6/21,30482,1724,806,26,0,0
1/7/21,CT,12/31/2020,1/6/21,199454,15791,6230,266,0,0
1/7/21,NE,12/31/2020,1/6/21,169998,7354,2320,73,0,0
1/7/21,FSM,12/31/2020,1/6/21,0,0,0,0,0,0
1/7/21,LA,12/31/2020,1/6/21,333513,22283,7681,233,0,0
1/7/21,MI,12/31/2020,1/6/21,551498,22905,13664,650,0,0
1/7/21,NH,12/31/2020,1/6/21,48838,5596,816,75,0,0
1/7/21,NJ,12/31/2020,1/6/21,560057,36762,19523,571,0,0
1/7/21,WY,12/31/2020,1/6/21,45890,1765,465,60,0,0
1/7/21,MT,12/31/2020,1/6/21,84060,2835,1015,68,0,0
1/7/21,AZ,12/31/2020,1/6/21,574680,62191,9444,726,0,0
1/7/21,VA,12/31/2020,1/6/21,377309,32965,5227,245,0,0
1/7/21,ID,12/31/2020,1/6/21,146110,6245,1488,84,0,0
1/7/21,IN,12/31/2020,1/6/21,539229,34209,9883,569,0,0
1/7/21,MS,12/31/2020,1/6/21,228235,15180,5013,266,0,0
08/13/2020,AK,8/6/20,8/12/20,3978,491,27,2,0,0
1/7/21,AR,12/31/2020,1/6/21,252497,20154,4971,317,0,0
1/7/21,NY,12/31/2020,1/6/21,603570,66198,13392,824,0,0
1/7/21,WA,12/31/2020,1/6/21,262155,17351,2221,50,0,0
1/7/21,TN,12/31/2020,1/6/21,622815,46324,7385,576,0,0
1/7/21,VI,12/31/2020,1/6/21,2106,75,24,1,0,0
1/7/21,WV,12/31/2020,1/6/21,94681,10456,1481,163,0,0
1/7/21,KS,12/31/2020,1/6/21,238208,14134,3057,257,0,0
1/7/21,GA,12/31/2020,1/6/21,713842,59099,11165,322,0,0
1/7/21,UT,12/31/2020,1/6/21,294923,21015,1332,73,0,0
1/7/21,HI,12/31/2020,1/6/21,22642,1131,428,21,0,0
1/7/21,FL,12/31/2020,1/6/21,1409906,103783,22316,772,0,0
1/7/21,TX,12/31/2020,1/6/21,1850772,141356,29675,1630,0,0
1/7/21,VT,12/31/2020,1/6/21,7856,782,156,12,0,0
1/7/21,PW,12/31/2020,1/6/21,0,0,0,0,0,0
1/7/21,AL,12/31/2020,1/6/21,384185,27365,4987,213,0,0
1/7/21,RMI,12/31/2020,1/6/21,4,0,0,0,0,0
1/7/21,MA,12/31/2020,1/6/21,404053,36135,12836,498,0,0
1/7/21,ME,12/31/2020,1/6/21,27625,3424,384,38,0,0
10/7/21,PA,09/30/2021,10/6/21,1473402,34007,29759,400,0,0
08/20/2020,AK,08/13/2020,08/19/2020,4536,558,29,2,0,0
10/7/21,ND,09/30/2021,10/6/21,135732,4332,1646,27,0,0
10/7/21,SD,09/30/2021,10/6/21,146996,2448,2167,33,0,0
10/7/21,GU,09/30/2021,10/6/21,15927,886,210,13,0,0
10/7/21,WV,09/30/2021,10/6/21,247806,9308,3839,199,0,0
10/7/21,DE,09/30/2021,10/6/21,134054,3249,2071,31,0,0
10/7/21,TN,09/30/2021,10/6/21,1245704,18220,15477,356,0,0
10/7/21,AL,09/30/2021,10/6/21,804251,9478,14612,412,0,0
10/7/21,MO,09/30/2021,10/6/21,835095,10211,12167,197,0,0
10/7/21,HI,09/30/2021,10/6/21,80096,1741,1059,25,0,0
10/7/21,NM,09/30/2021,10/6/21,256948,4931,4840,52,0,0
10/7/21,FL,09/30/2021,10/6/21,3620106,37299,55288,1709,0,0
10/7/21,VI,09/30/2021,10/6/21,6885,164,72,1,0,0
10/7/21,VT,09/30/2021,10/6/21,34203,1180,338,12,0,0
10/7/21,KS,09/30/2021,10/6/21,415681,6536,6116,59,0,0
10/7/21,CA,09/30/2021,10/6/21,4755240,45783,69190,674,0,0
10/7/21,NE,09/30/2021,10/6/21,266729,4270,3195,50,0,0
10/7/21,NC,09/30/2021,10/6/21,1419543,24561,17573,390,0,0
10/7/21,CT,09/30/2021,10/6/21,392951,2771,8667,38,0,0
10/7/21,LA,09/30/2021,10/6/21,745571,5910,14101,201,0,0
10/7/21,ID,09/30/2021,10/6/21,264662,9245,3040,186,0,0
10/7/21,MT,09/30/2021,10/6/21,156079,6255,2061,60,0,0
10/7/21,DC,09/30/2021,10/6/21,61978,982,1180,6,0,0
10/7/21,VA,09/30/2021,10/6/21,882373,18705,12985,292,0,0
10/7/21,NV,09/30/2021,10/6/21,424924,4809,7246,139,0,0
10/7/21,NH,09/30/2021,10/6/21,122934,3214,1493,14,0,0
10/7/21,WI,09/30/2021,10/6/21,828280,20825,8970,102,0,0
10/7/21,MI,09/30/2021,10/6/21,1178908,28844,22610,254,0,0
10/7/21,OR,09/30/2021,10/6/21,338131,9947,3900,129,0,0
10/7/21,WY,09/30/2021,10/6/21,93083,3118,1041,45,0,0
10/7/21,NJ,09/30/2021,10/6/21,1164378,12135,27542,142,0,0
10/7/21,MN,09/30/2021,10/6/21,729018,21110,8668,147,0,0
10/7/21,KY,09/30/2021,10/6/21,717743,16244,8919,286,0,0
10/7/21,FSM,09/30/2021,10/6/21,7,0,0,0,0,0
10/7/21,AZ,09/30/2021,10/6/21,1108830,17991,20218,277,0,0
10/7/21,RI,09/30/2021,10/6/21,165070,1943,2848,12,0,0
10/7/21,SC,09/30/2021,10/6/21,869838,14963,12784,412,0,0
10/7/21,MS,09/30/2021,10/6/21,492559,5266,9768,180,0,0
10/7/21,PW,09/30/2021,10/6/21,7,0,0,0,0,0
10/7/21,IA,09/30/2021,10/6/21,461352,9860,6651,88,0,0
10/7/21,AS,09/30/2021,10/6/21,3,2,0,0,0,0
10/7/21,RMI,09/30/2021,10/6/21,4,0,0,0,0,0
10/7/21,MA,09/30/2021,10/6/21,819939,9620,18707,107,0,0
10/7/21,MP,09/30/2021,10/6/21,272,4,2,0,0,0
10/7/21,ME,09/30/2021,10/6/21,93887,3898,1067,45,0,0
10/7/21,OH,09/30/2021,10/6/21,1445785,38343,24114,601,0,0
10/7/21,NYC,09/30/2021,10/6/21,1095011,10822,34306,92,0,0
10/7/21,IN,09/30/2021,10/6/21,978751,17747,15918,294,0,0
10/7/21,NY,09/30/2021,10/6/21,1360433,22867,21126,157,0,0
10/7/21,PR,09/30/2021,10/6/21,182578,1391,3182,33,0,0
10/7/21,MD,09/30/2021,10/6/21,539053,8192,10535,109,0,0
10/7/21,OK,09/30/2021,10/6/21,620834,8949,9211,264,0,0
10/7/21,WA,09/30/2021,10/6/21,676308,18222,6039,43,0,0
10/7/21,TX,09/30/2021,10/6/21,4074679,57653,66986,1786,0,0
10/7/21,GA,09/30/2021,10/6/21,1593680,19844,26819,892,0,0
10/7/21,UT,09/30/2021,10/6/21,516728,9933,2971,53,0,0
10/7/21,AR,09/30/2021,10/6/21,501743,4907,8357,73,0,0
10/7/21,IL,09/30/2021,10/6/21,1643993,19829,27878,258,0,0
10/7/21,CO,09/30/2021,10/6/21,682492,13901,7771,151,0,0
4/8/21,SD,4/1/21,4/7/21,118976,1220,1936,3,0,0
4/8/21,OK,4/1/21,4/7/21,441905,2168,6662,1711,0,0
4/8/21,PA,4/1/21,4/7/21,1065333,30049,25364,203,0,0
4/8/21,PW,4/1/21,4/7/21,0,0,0,0,0,0
4/8/21,RMI,4/1/21,4/7/21,4,0,0,0,0,0
4/8/21,HI,4/1/21,4/7/21,30833,703,493,3,0,0
4/8/21,FL,4/1/21,4/7/21,2096747,39132,33809,391,0,0
08/27/2020,AK,08/20/2020,08/26/2020,5001,465,36,7,0,0
4/8/21,IL,4/1/21,4/7/21,1265459,20872,23700,124,0,0
4/8/21,MA,4/1/21,4/7/21,650573,14993,17358,173,0,0
4/8/21,WV,4/1/21,4/7/21,144351,2613,2632,26,0,0
4/8/21,DE,4/1/21,4/7/21,96631,2159,1726,17,0,0
4/8/21,GA,4/1/21,4/7/21,1068196,8645,19296,245,0,0
4/8/21,MD,4/1/21,4/7/21,420526,9182,8389,103,0,0
4/8/21,MP,4/1/21,4/7/21,160,1,2,0,0,0
4/8/21,IA,4/1/21,4/7/21,355202,3798,5834,93,0,0
4/8/21,CO,4/1/21,4/7/21,476821,9667,6188,35,0,0
4/8/21,IN,4/1/21,4/7/21,693453,6960,13098,60,0,0
4/8/21,NYC,4/1/21,4/7/21,872195,25403,31484,378,0,0
4/8/21,NJ,4/1/21,4/7/21,937979,29163,24748,187,0,0
4/8/21,VA,4/1/21,4/7/21,628956,10164,10397,157,0,0
4/8/21,MI,4/1/21,4/7/21,795492,49141,17372,252,0,0
4/8/21,NH,4/1/21,4/7/21,86935,2759,1250,12,0,0
4/8/21,NE,4/1/21,4/7/21,210303,2374,2642,16,0,0
4/8/21,AZ,4/1/21,4/7/21,846231,4424,17024,70,0,0
4/8/21,WY,4/1/21,4/7/21,56701,391,701,1,0,0
4/8/21,WI,4/1/21,4/7/21,641641,5600,7355,46,0,0
4/8/21,SC,4/1/21,4/7/21,558631,7000,9210,65,0,0
4/8/21,ID,4/1/21,4/7/21,182531,1993,1980,18,0,0
4/8/21,LA,4/1/21,4/7/21,447645,2771,10185,44,0,0
4/8/21,RI,4/1/21,4/7/21,132664,2740,2626,15,0,0
4/8/21,NV,4/1/21,4/7/21,305929,2167,5308,59,0,0
4/8/21,MN,4/1/21,4/7/21,532130,13112,7348,51,0,0
4/8/21,OR,4/1/21,4/7/21,168128,3116,2434,51,0,0
4/8/21,NC,4/1/21,4/7/21,918205,10878,12859,73,0,0
4/8/21,FSM,4/1/21,4/7/21,1,0,0,0,0,0
4/8/21,CT,4/1/21,4/7/21,318767,8143,7934,44,0,0
4/8/21,KY,4/1/21,4/7/21,432272,3362,6181,117,0,0
4/8/21,MT,4/1/21,4/7/21,105521,980,1487,53,0,0
4/8/21,DC,4/1/21,4/7/21,45328,815,1076,12,0,0
4/8/21,CA,4/1/21,4/7/21,3739851,19249,58521,698,0,0
4/8/21,AS,4/1/21,4/7/21,0,0,0,0,0,0
4/8/21,ME,4/1/21,4/7/21,52996,2208,748,5,0,0
4/8/21,VI,4/1/21,4/7/21,2954,47,26,0,0,0
4/8/21,OH,4/1/21,4/7/21,1030864,13299,19421,129,0,0
4/8/21,AL,4/1/21,4/7/21,517448,2095,10650,103,0,0
4/8/21,TX,4/1/21,4/7/21,2781084,23033,48990,641,0,0
4/8/21,ND,4/1/21,4/7/21,104168,1075,1476,5,0,0
4/8/21,MO,4/1/21,4/7/21,581036,2324,8880,23,0,0
4/8/21,MS,4/1/21,4/7/21,306611,1465,7077,45,0,0
4/8/21,TN,4/1/21,4/7/21,814343,7566,11937,76,0,0
4/8/21,AR,4/1/21,4/7/21,331620,1112,5988,15,0,0
4/8/21,VT,4/1/21,4/7/21,20160,1288,242,9,0,0
4/8/21,PR,4/1/21,4/7/21,110679,3208,2141,23,0,0
4/8/21,KS,4/1/21,4/7/21,304223,1388,4906,18,0,0
4/8/21,NM,4/1/21,4/7/21,192989,1340,3961,26,0,0
4/8/21,WA,4/1/21,4/7/21,371917,7443,3898,202,0,0
4/8/21,NY,4/1/21,4/7/21,1052885,26539,19058,168,0,0
4/8/21,UT,4/1/21,4/7/21,388421,2801,2142,17,0,0
4/8/21,GU,4/1/21,4/7/21,7828,21,136,2,0,0
7/8/21,TX,7/1/21,7/7/21,2975720,10351,52412,146,0,0
7/8/21,IN,7/1/21,7/7/21,756078,2150,13892,44,0,0
7/8/21,AR,7/1/21,7/7/21,355241,4790,6379,98,0,0
7/8/21,AL,7/1/21,7/7/21,552911,1932,11386,36,0,0
7/8/21,RMI,7/1/21,7/7/21,4,0,0,0,0,0
7/8/21,ME,7/1/21,7/7/21,69190,136,860,2,0,0
7/8/21,OK,7/1/21,7/7/21,459675,1825,7404,18,0,0
7/8/21,CO,7/1/21,7/7/21,562493,2605,6828,32,0,0
7/8/21,AS,7/1/21,7/7/21,0,0,0,0,0,0
7/8/21,VT,7/1/21,7/7/21,24437,36,266,2,0,0
7/8/21,TN,7/1/21,7/7/21,868348,2187,12554,26,0,0
7/8/21,NYC,7/1/21,7/7/21,958814,1397,33425,25,0,0
7/8/21,NY,7/1/21,7/7/21,1158735,1166,19955,8,0,0
7/8/21,ND,7/1/21,7/7/21,110775,72,1533,3,0,0
7/8/21,IA,7/1/21,7/7/21,374383,651,6149,11,0,0
7/8/21,PR,7/1/21,7/7/21,140433,378,2553,4,0,0
7/8/21,MO,7/1/21,7/7/21,634393,7690,9792,60,0,0
7/8/21,WV,7/1/21,7/7/21,164335,292,2901,11,0,0
7/8/21,CA,7/1/21,7/7/21,3886793,11566,62917,232,0,0
7/8/21,RI,7/1/21,7/7/21,145210,123,2720,0,0,0
7/8/21,MI,7/1/21,7/7/21,1000896,935,21023,34,0,0
7/8/21,DC,7/1/21,7/7/21,49423,68,1143,2,0,0
7/8/21,MN,7/1/21,7/7/21,605665,706,7748,4,0,0
7/8/21,FSM,7/1/21,7/7/21,5,4,0,0,0,0
7/8/21,CT,7/1/21,7/7/21,349744,391,8277,1,0,0
7/8/21,MT,7/1/21,7/7/21,114100,348,1671,7,0,0
7/8/21,NV,7/1/21,7/7/21,336562,2850,5705,24,0,0
7/8/21,SC,7/1/21,7/7/21,598227,1414,9831,21,0,0
7/8/21,AZ,7/1/21,7/7/21,898283,3411,18004,68,0,0
7/8/21,NJ,7/1/21,7/7/21,1024748,1331,26488,32,0,0
7/8/21,ID,7/1/21,7/7/21,195551,555,2162,10,0,0
7/8/21,LA,7/1/21,7/7/21,485805,4333,10765,30,0,0
7/8/21,KY,7/1/21,7/7/21,463043,1418,7242,29,0,0
7/8/21,WY,7/1/21,7/7/21,62736,447,751,4,0,0
7/8/21,NC,7/1/21,7/7/21,1006930,3535,13677,30,0,0
7/8/21,WI,7/1/21,7/7/21,678215,603,8154,26,0,0
7/8/21,OR,7/1/21,7/7/21,209764,1123,2788,14,0,0
7/8/21,NE,7/1/21,7/7/21,221831,516,2756,10,0,0
7/8/21,VA,7/1/21,7/7/21,681359,1449,11396,27,0,0
7/8/21,NH,7/1/21,7/7/21,99651,146,1374,2,0,0
7/8/21,OH,7/1/21,7/7/21,1113008,1683,20578,36,0,0
7/8/21,IL,7/1/21,7/7/21,1394240,2497,25733,60,0,0
7/8/21,NM,7/1/21,7/7/21,205996,452,4347,7,0,0
7/8/21,GA,7/1/21,7/7/21,1137562,2992,21456,48,0,0
7/8/21,HI,7/1/21,7/7/21,37226,378,546,6,0,0
7/8/21,MP,7/1/21,7/7/21,184,1,2,0,0,0
9/3/20,AK,08/27/2020,9/2/20,5475,474,38,2,0,0
7/8/21,MS,7/1/21,7/7/21,323217,1453,7436,24,0,0
7/8/21,KS,7/1/21,7/7/21,319849,1451,5162,12,0,0
7/8/21,FL,7/1/21,7/7/21,2381148,15684,37985,213,0,0
7/8/21,SD,7/1/21,7/7/21,124650,104,2038,4,0,0
7/8/21,VI,7/1/21,7/7/21,3970,91,32,2,0,0
7/8/21,DE,7/1/21,7/7/21,108540,167,1853,2,0,0
7/8/21,PW,7/1/21,7/7/21,2,0,0,0,0,0
7/8/21,MA,7/1/21,7/7/21,710518,552,18006,14,0,0
7/8/21,GU,7/1/21,7/7/21,8423,57,140,0,0,0
7/8/21,WA,7/1/21,7/7/21,453837,2570,5376,57,0,0
7/8/21,MD,7/1/21,7/7/21,462737,458,9754,13,0,0
7/8/21,PA,7/1/21,7/7/21,1227481,1187,27754,43,0,0
7/8/21,UT,7/1/21,7/7/21,417653,2522,2386,16,0,0
9/9/21,MP,9/2/21,9/8/21,248,5,2,0,0,0
9/9/21,UT,9/2/21,9/8/21,475625,9527,2690,53,0,0
9/9/21,MO,9/2/21,9/8/21,783448,14152,11316,213,0,0
9/10/20,AK,9/3/20,9/9/20,6022,547,41,3,0,0
9/9/21,NM,9/2/21,9/8/21,238430,4943,4577,48,0,0
9/9/21,SD,9/2/21,9/8/21,135537,2700,2077,7,0,0
9/9/21,TX,9/2/21,9/8/21,3723173,123083,59144,1594,0,0
9/9/21,TN,9/2/21,9/8/21,1118370,54647,13853,324,0,0
9/9/21,NYC,9/2/21,9/8/21,1046725,10064,33890,82,0,0
9/9/21,FL,9/2/21,9/8/21,3352451,129202,46324,2345,0,0
9/9/21,WA,9/2/21,9/8/21,593047,22771,5819,46,0,0
9/9/21,PA,9/2/21,9/8/21,1341357,25411,28486,206,0,0
9/9/21,IL,9/2/21,9/8/21,1554336,26216,26770,234,0,0
9/9/21,PW,9/2/21,9/8/21,4,0,0,0,0,0
9/9/21,RMI,9/2/21,9/8/21,4,0,0,0,0,0
9/9/21,HI,9/2/21,9/8/21,68409,4903,905,52,0,0
9/9/21,ND,9/2/21,9/8/21,120602,2647,1573,9,0,0
9/9/21,MA,9/2/21,9/8/21,772742,10836,18314,57,0,0
9/9/21,VT,9/2/21,9/8/21,29061,1106,293,8,0,0
9/9/21,AS,9/2/21,9/8/21,0,0,0,0,0,0
9/9/21,MT,9/2/21,9/8/21,131751,3651,1828,25,0,0
9/9/21,CT,9/2/21,9/8/21,377682,3898,8415,57,0,0
9/9/21,ID,9/2/21,9/8/21,229597,7045,2426,56,0,0
9/9/21,NJ,9/2/21,9/8/21,1108291,14042,27007,106,0,0
9/9/21,VA,9/2/21,9/8/21,793396,23554,11970,115,0,0
9/9/21,NE,9/2/21,9/8/21,247309,4969,2997,38,0,0
9/9/21,LA,9/2/21,9/8/21,705498,13322,12915,333,0,0
9/9/21,NH,9/2/21,9/8/21,110256,2235,1431,11,0,0
9/9/21,MN,9/2/21,9/8/21,662868,11872,8140,80,0,0
9/9/21,AZ,9/2/21,9/8/21,1037013,20350,19076,223,0,0
9/9/21,DC,9/2/21,9/8/21,56694,1124,1163,2,0,0
9/9/21,WY,9/2/21,9/8/21,79297,3290,879,21,0,0
9/9/21,FSM,9/2/21,9/8/21,7,0,0,0,0,0
9/9/21,NC,9/2/21,9/8/21,1276165,45209,15726,504,0,0
9/9/21,CA,9/2/21,9/8/21,4527930,75232,66056,625,0,0
9/9/21,WI,9/2/21,9/8/21,749099,12836,8554,60,0,0
9/9/21,NV,9/2/21,9/8/21,399205,7175,6637,99,0,0
9/9/21,MI,9/2/21,9/8/21,1081184,15513,21747,134,0,0
9/9/21,SC,9/2/21,9/8/21,776342,35708,10996,312,0,0
9/9/21,RI,9/2/21,9/8/21,156427,2117,2770,8,0,0
9/9/21,KY,9/2/21,9/8/21,625238,30529,7900,139,0,0
9/9/21,OR,9/2/21,9/8/21,291978,12891,3373,152,0,0
9/9/21,MD,9/2/21,9/8/21,505557,7181,10115,91,0,0
9/9/21,IN,9/2/21,9/8/21,889249,26314,14709,189,0,0
9/9/21,MS,9/2/21,9/8/21,455282,15621,8787,298,0,0
9/9/21,CO,9/2/21,9/8/21,629300,13863,7295,84,0,0
9/9/21,NY,9/2/21,9/8/21,1266636,20461,20480,140,0,0
9/9/21,WV,9/2/21,9/8/21,201660,10504,3169,64,0,0
9/9/21,IA,9/2/21,9/8/21,417152,8762,6337,30,0,0
9/9/21,VI,9/2/21,9/8/21,6102,168,63,7,0,0
9/9/21,GU,9/2/21,9/8/21,11819,910,154,4,0,0
9/9/21,AL,9/2/21,9/8/21,732154,27734,12487,195,0,0
9/9/21,OH,9/2/21,9/8/21,1268841,40839,21869,373,0,0
9/9/21,OK,9/2/21,9/8/21,572223,17727,8206,207,0,0
9/9/21,ME,9/2/21,9/8/21,79408,2495,949,12,0,0
9/9/21,DE,9/2/21,9/8/21,121404,2778,1945,21,0,0
9/9/21,KS,9/2/21,9/8/21,383169,9696,5705,112,0,0
9/9/21,PR,9/2/21,9/8/21,175174,3619,2967,83,0,0
9/9/21,GA,9/2/21,9/8/21,1468410,55126,23396,527,0,0
9/9/21,AR,9/2/21,9/8/21,472741,11892,7981,124,0,0
12/9/21,NYC,12/2/21,12/8/21,1178057,16372,34924,78,0,0
12/9/21,MO,12/2/21,12/8/21,935726,18432,15656,109,0,2442
12/9/21,IA,12/2/21,12/8/21,541033,12812,7445,0,0,0
12/9/21,MP,12/2/21,12/8/21,1182,224,5,2,0,0
12/9/21,ME,12/2/21,12/8/21,126833,5381,1357,27,0,0
12/9/21,AS,12/2/21,12/8/21,10,0,0,0,0,0
12/9/21,KS,12/2/21,12/8/21,482475,12422,6816,34,0,0
12/9/21,MA,12/2/21,12/8/21,957889,33489,19453,103,0,0
12/9/21,WA,12/2/21,12/8/21,788607,10102,7201,286,0,0
12/9/21,GU,12/2/21,12/8/21,19300,73,267,1,0,0
12/9/21,AL,12/2/21,12/8/21,850098,3792,16201,61,0,0
12/9/21,GA,12/2/21,12/8/21,1675444,9338,30751,186,0,0
12/9/21,VI,12/2/21,12/8/21,7582,68,87,0,0,0
12/9/21,VT,12/2/21,12/8/21,52891,3315,436,15,0,0
12/9/21,FL,12/2/21,12/8/21,3741058,7736,61697,211,0,0
12/9/21,CO,12/2/21,12/8/21,854734,18254,9767,268,0,0
12/9/21,PR,12/2/21,12/8/21,189495,889,3274,4,0,0
12/9/21,NM,12/2/21,12/8/21,326713,10624,5445,66,0,0
12/9/21,PA,12/2/21,12/8/21,1800424,54636,34235,671,0,0
12/9/21,ND,12/2/21,12/8/21,165844,2866,1966,35,0,0
12/9/21,SD,12/2/21,12/8/21,170400,3260,2382,33,0,0
12/9/21,MT,12/2/21,12/8/21,193273,1680,2780,59,0,0
12/9/21,CT,12/2/21,12/8/21,433464,10679,8946,37,0,0
12/9/21,SC,12/2/21,12/8/21,926455,7269,14334,101,0,0
12/9/21,NH,12/2/21,12/8/21,171538,8955,1768,43,0,0
12/9/21,CA,12/2/21,12/8/21,5116904,49647,74349,527,0,0
12/9/21,FSM,12/2/21,12/8/21,7,0,0,0,0,0
12/9/21,ID,12/2/21,12/8/21,310661,3099,4001,52,0,0
12/9/21,NV,12/2/21,12/8/21,462488,4420,8145,114,0,0
12/9/21,KY,12/2/21,12/8/21,812669,16345,11347,404,0,0
12/9/21,AZ,12/2/21,12/8/21,1301598,28655,22779,429,0,0
12/9/21,NE,12/2/21,12/8/21,317012,7458,3699,81,0,0
12/9/21,LA,12/2/21,12/8/21,774913,3076,14854,53,0,0
12/9/21,NC,12/2/21,12/8/21,1555558,21722,19227,141,0,0
12/9/21,VA,12/2/21,12/8/21,988149,16619,14834,109,0,0
12/9/21,MI,12/2/21,12/8/21,1553790,58837,26648,853,0,0
